tfidf,lsa,bm25,Query_expansion,esa,nesa,embeddings
0.2068965517241379,0.2068965517241379,0.1379310344827586,0.1724137931034483,0.1379310344827586,0.1379310344827586,0.20689655172413793
0.12,0.12,0.16,0.12,0.12,0.12,0.16
0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
0.4,0.4,0.8,0.2,0.4,0.4,0.6
0.8,0.8,0.4,0.2,0.6,0.4,0.6
0.5,0.1666666666666666,0.5,0.3333333333333333,0.5,0.5,0.5
0.3333333333333333,0.25,0.1666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.5
0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333
0.375,0.25,0.375,0.25,0.25,0.25,0.375
0.5,0.3333333333333333,0.5,0.0,0.5,0.5,0.3333333333333333
0.2,0.2,0.2,0.2,0.2,0.2,0.2
0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
0.5,0.5,0.5,0.5,0.5,0.5,0.75
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.5,0.5,0.5,0.5,0.5,0.5,0.75
0.0,0.0,0.0,0.0,0.0,0.0,0.3
0.6,0.7,0.7,0.3,0.6,0.5,0.9
0.4,0.6,0.2,0.6,0.4,0.4,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1818181818181818,0.2121212121212121,0.1212121212121212,0.1212121212121212,0.1818181818181818,0.1818181818181818,0.06060606060606061
0.75,1.0,0.75,0.75,0.75,0.75,1.0
0.5,0.7,0.7,0.4,0.4,0.4,0.4
